tmed,modelo,type_value,value,name_modelo,type
13.9,mtrat6,predicted,0.1108837958568896,Temp (Logistic_Mod),univariate
14,mtrat3,teffect,0.052835703050645444,Temp (Log-normal),univariate
14,mtrat6,teffect,0.1984966233761717,Temp (Logistic_Mod),univariate
14,mtrat3,predicted,0.06340214831727678,Temp (Log-normal),univariate
14,mtrat6,predicted,0.11080314932023541,Temp (Logistic_Mod),univariate
14.1,mtrat3,teffect,0.05085151349051978,Temp (Log-normal),univariate
14.1,mtrat6,teffect,0.19837469149143294,Temp (Logistic_Mod),univariate
14.1,mtrat3,predicted,0.06102114695802369,Temp (Log-normal),univariate
14.1,mtrat6,predicted,0.11073508550835887,Temp (Logistic_Mod),univariate
14.200000000000001,mtrat3,teffect,0.04894309161557865,Temp (Log-normal),univariate
14.200000000000001,mtrat6,teffect,0.19827178914233953,Temp (Logistic_Mod),univariate
14.200000000000001,mtrat3,predicted,0.05873106582385253,Temp (Log-normal),univariate
14.200000000000001,mtrat6,predicted,0.11067764420705072,Temp (Logistic_Mod),univariate
14.3,mtrat3,teffect,0.04710756173511538,Temp (Log-normal),univariate
14.3,mtrat6,teffect,0.19818495025194807,Temp (Logistic_Mod),univariate
14.3,mtrat3,predicted,0.056528454123760764,Temp (Log-normal),univariate
14.3,mtrat6,predicted,0.11062916971728262,Temp (Logistic_Mod),univariate
14.4,mtrat3,teffect,0.04534215201114633,Temp (Log-normal),univariate
14.4,mtrat6,teffect,0.19811166996082755,Temp (Logistic_Mod),univariate
14.4,mtrat3,predicted,0.05440998568864678,Temp (Log-normal),univariate
14.4,mtrat6,predicted,0.11058826379706518,Temp (Logistic_Mod),univariate
14.5,mtrat3,teffect,0.04364419127079535,Temp (Log-normal),univariate
14.5,mtrat6,teffect,0.1980498332248591,Temp (Logistic_Mod),univariate
14.5,mtrat3,predicted,0.05237245514621311,Temp (Log-normal),univariate
14.5,mtrat6,predicted,0.11055374580390012,Temp (Logistic_Mod),univariate
14.600000000000001,mtrat3,teffect,0.0420111058630811,Temp (Log-normal),univariate
14.600000000000001,mtrat6,teffect,0.19799765437576877,Temp (Logistic_Mod),univariate
14.600000000000001,mtrat3,predicted,0.05041277414915264,Temp (Log-normal),univariate
14.600000000000001,mtrat6,predicted,0.11052461895675895,Temp (Logistic_Mod),univariate
14.700000000000001,mtrat3,teffect,0.04044041656517602,Temp (Log-normal),univariate
14.700000000000001,mtrat6,teffect,0.19795362598764465,Temp (Logistic_Mod),univariate
14.700000000000001,mtrat3,predicted,0.048527967662700094,Temp (Log-normal),univariate
14.700000000000001,mtrat6,predicted,0.11050004179277163,Temp (Logistic_Mod),univariate
14.8,mtrat3,teffect,0.038929735542464386,Temp (Log-normal),univariate
14.8,mtrat6,teffect,0.1979164756353689,Temp (Logistic_Mod),univariate
14.8,mtrat3,predicted,0.046715170316741654,Temp (Log-normal),univariate
14.8,mtrat6,predicted,0.11047930402927474,Temp (Logistic_Mod),univariate
14.9,mtrat3,teffect,0.03747676336605322,Temp (Log-normal),univariate
14.9,mtrat6,teffect,0.19788512934029862,Temp (Logistic_Mod),univariate
14.9,mtrat3,predicted,0.04497162282686735,Temp (Log-normal),univariate
14.9,mtrat6,predicted,0.1104618061587607,Temp (Logistic_Mod),univariate
15,mtrat3,teffect,0.03607928609078443,Temp (Log-normal),univariate
15,mtrat6,teffect,0.19785868067853363,Temp (Logistic_Mod),univariate
15,mtrat3,predicted,0.04329466848802405,Temp (Log-normal),univariate
15,mtrat6,predicted,0.11044704220474968,Temp (Logistic_Mod),univariate
15.100000000000001,mtrat3,teffect,0.03473517239624692,Temp (Log-normal),univariate
15.100000000000001,mtrat6,teffect,0.19783636468135496,Temp (Logistic_Mod),univariate
15.100000000000001,mtrat3,predicted,0.04168174974376767,Temp (Log-normal),univariate
15.100000000000001,mtrat6,predicted,0.11043458515270739,Temp (Logistic_Mod),univariate
15.200000000000001,mtrat3,teffect,0.033442370792795426,Temp (Log-normal),univariate
15.200000000000001,mtrat6,teffect,0.1978175357892502,Temp (Logistic_Mod),univariate
15.200000000000001,mtrat3,predicted,0.04013040483352249,Temp (Log-normal),univariate
15.200000000000001,mtrat6,predicted,0.11042407464372274,Temp (Logistic_Mod),univariate
15.3,mtrat3,teffect,0.032198906894137014,Temp (Log-normal),univariate
15.3,mtrat6,teffect,0.19780164923338114,Temp (Logistic_Mod),univariate
15.3,mtrat3,predicted,0.038638264519720855,Temp (Log-normal),univariate
15.3,mtrat6,predicted,0.11041520658142423,Temp (Logistic_Mod),univariate
15.4,mtrat3,teffect,0.031002880757651185,Temp (Log-normal),univariate
15.4,mtrat6,teffect,0.19778824531407513,Temp (Logistic_Mod),univariate
15.4,mtrat3,predicted,0.03720304889622235,Temp (Log-normal),univariate
15.4,mtrat6,predicted,0.11040772435604891,Temp (Logistic_Mod),univariate
15.5,mtrat3,teffect,0.02985246429325004,Temp (Log-normal),univariate
15.5,mtrat6,teffect,0.19777693612730263,Temp (Logistic_Mod),univariate
15.5,mtrat3,predicted,0.03582256427898004,Temp (Log-normal),univariate
15.5,mtrat6,predicted,0.11040141143500606,Temp (Logistic_Mod),univariate
15.600000000000001,mtrat3,teffect,0.02874589874127065,Temp (Log-normal),univariate
15.600000000000001,mtrat6,teffect,0.1977673943592018,Temp (Logistic_Mod),univariate
15.600000000000001,mtrat3,predicted,0.03449470017954455,Temp (Log-normal),univariate
15.600000000000001,mtrat6,predicted,0.1103960851078491,Temp (Logistic_Mod),univariate
15.700000000000001,mtrat3,teffect,0.027681492219605208,Temp (Log-normal),univariate
15.700000000000001,mtrat6,teffect,0.1977593438273228,Temp (Logistic_Mod),univariate
15.700000000000001,mtrat3,predicted,0.03321742636165249,Temp (Log-normal),univariate
15.700000000000001,mtrat6,predicted,0.11039159120628682,Temp (Logistic_Mod),univariate
15.8,mtrat3,teffect,0.026657617340027185,Temp (Log-normal),univariate
15.8,mtrat6,teffect,0.19775255149693755,Temp (Logistic_Mod),univariate
15.8,mtrat3,predicted,0.031988789980849246,Temp (Log-normal),univariate
15.8,mtrat6,predicted,0.11038779964759374,Temp (Logistic_Mod),univariate
15.9,mtrat3,teffect,0.02567270889344634,Temp (Log-normal),univariate
15.9,mtrat6,teffect,0.19774682074282812,Temp (Logistic_Mod),univariate
15.9,mtrat3,predicted,0.03080691280682545,Temp (Log-normal),univariate
15.9,mtrat6,predicted,0.11038460067326106,Temp (Logistic_Mod),univariate
16,mtrat3,teffect,0.02472526160363253,Temp (Log-normal),univariate
16,mtrat6,teffect,0.1977419856625724,Temp (Logistic_Mod),univariate
16,mtrat3,predicted,0.029669988527915088,Temp (Log-normal),univariate
16,mtrat6,predicted,0.11038190167460588,Temp (Logistic_Mod),univariate
16.1,mtrat3,teffect,0.02381382794877583,Temp (Log-normal),univariate
16.1,mtrat6,teffect,0.1977379062774671,Temp (Logistic_Mod),univariate
16.1,mtrat3,predicted,0.02857628013699634,Temp (Log-normal),univariate
16.1,mtrat6,predicted,0.11037962451387,Temp (Logistic_Mod),univariate
16.200000000000003,mtrat3,teffect,0.02293701605010037,Temp (Log-normal),univariate
16.200000000000003,mtrat6,teffect,0.19773446448269735,Temp (Logistic_Mod),univariate
16.200000000000003,mtrat3,predicted,0.027524117397855964,Temp (Log-normal),univariate
16.200000000000003,mtrat6,predicted,0.11037770326355695,Temp (Logistic_Mod),univariate
16.3,mtrat3,teffect,0.022093487626621222,Temp (Log-normal),univariate
16.3,mtrat6,teffect,0.19773156062989278,Temp (Logistic_Mod),univariate
16.3,mtrat3,predicted,0.026511894390924474,Temp (Log-normal),univariate
16.3,mtrat6,predicted,0.11037608229877459,Temp (Logistic_Mod),univariate
16.4,mtrat3,teffect,0.02128195601502056,Temp (Log-normal),univariate
16.4,mtrat6,teffect,0.19772911064340318,Temp (Logistic_Mod),univariate
16.4,mtrat3,predicted,0.02553806713715359,Temp (Log-normal),univariate
16.4,mtrat6,predicted,0.11037471468750633,Temp (Logistic_Mod),univariate
16.5,mtrat3,teffect,0.020501184253525002,Temp (Log-normal),univariate
16.5,mtrat6,teffect,0.19772704358699833,Temp (Logistic_Mod),univariate
16.5,mtrat3,predicted,0.02460115129869428,Temp (Log-normal),univariate
16.5,mtrat6,predicted,0.11037356083231432,Temp (Logistic_Mod),univariate
16.6,mtrat3,teffect,0.01974998322858511,Temp (Log-normal),univariate
16.6,mtrat6,teffect,0.19772529961067897,Temp (Logistic_Mod),univariate
16.6,mtrat3,predicted,0.02369971995493652,Temp (Log-normal),univariate
16.6,mtrat6,predicted,0.11037258732422518,Temp (Logistic_Mod),univariate
16.700000000000003,mtrat3,teffect,0.019027209883090705,Temp (Log-normal),univariate
16.700000000000003,mtrat6,teffect,0.19772382821825,Temp (Logistic_Mod),univariate
16.700000000000003,mtrat3,predicted,0.022832401452391283,Temp (Log-normal),univariate
16.700000000000003,mtrat6,predicted,0.11037176597566899,Temp (Logistic_Mod),univariate
16.8,mtrat3,teffect,0.018331765484800765,Temp (Log-normal),univariate
16.8,mtrat6,teffect,0.1977225868055658,Temp (Logistic_Mod),univariate
16.8,mtrat3,predicted,0.021997877326829195,Temp (Log-normal),univariate
16.8,mtrat6,predicted,0.11037107300451071,Temp (Logistic_Mod),univariate
16.9,mtrat3,teffect,0.017662593953621783,Temp (Log-normal),univariate
16.9,mtrat6,teffect,0.19772153942717263,Temp (Logistic_Mod),univariate
16.9,mtrat3,predicted,0.02119488029603657,Temp (Log-normal),univariate
16.9,mtrat6,predicted,0.11037048834557538,Temp (Logistic_Mod),univariate
17,mtrat3,teffect,0.017018680246334402,Temp (Log-normal),univariate
17,mtrat6,teffect,0.1977206557556722,Temp (Logistic_Mod),univariate
17,mtrat3,predicted,0.020422192321508645,Temp (Log-normal),univariate
17,mtrat6,predicted,0.11036999506975259,Temp (Logistic_Mod),univariate
17.1,mtrat3,teffect,0.016399048797341446,Temp (Log-normal),univariate
17.1,mtrat6,teffect,0.19771991020369972,Temp (Logistic_Mod),univariate
17.1,mtrat3,predicted,0.019678642737367726,Temp (Log-normal),univariate
17.1,mtrat6,predicted,0.11036957889387451,Temp (Logistic_Mod),univariate
17.200000000000003,mtrat3,teffect,0.015802762013991976,Temp (Log-normal),univariate
17.200000000000003,mtrat6,teffect,0.1977192811831113,Temp (Logistic_Mod),univariate
17.200000000000003,mtrat3,predicted,0.01896310644477186,Temp (Log-normal),univariate
17.200000000000003,mtrat6,predicted,0.1103692277671853,Temp (Logistic_Mod),univariate
17.3,mtrat3,teffect,0.015228918825026036,Temp (Log-normal),univariate
17.3,mtrat6,teffect,0.19771875047994192,Temp (Logistic_Mod),univariate
17.3,mtrat3,predicted,0.018274502170067635,Temp (Log-normal),univariate
17.3,mtrat6,predicted,0.11036893152243554,Temp (Logistic_Mod),univariate
17.4,mtrat3,teffect,0.01467665328067744,Temp (Log-normal),univariate
17.4,mtrat6,teffect,0.19771830272704555,Temp (Logistic_Mod),univariate
17.4,mtrat3,predicted,0.01761179078493194,Temp (Log-normal),univariate
17.4,mtrat6,predicted,0.11036868158150359,Temp (Logistic_Mod),univariate
17.5,mtrat3,teffect,0.014145133202974456,Temp (Log-normal),univariate
17.5,mtrat6,teffect,0.19771792495915277,Temp (Logistic_Mod),univariate
17.5,mtrat3,predicted,0.016973973686750576,Temp (Log-normal),univariate
17.5,mtrat6,predicted,0.11036847070702362,Temp (Logistic_Mod),univariate
17.6,mtrat3,teffect,0.013633558884781224,Temp (Log-normal),univariate
17.6,mtrat6,teffect,0.19771760623746715,Temp (Logistic_Mod),univariate
17.6,mtrat3,predicted,0.016360091237485035,Temp (Log-normal),univariate
17.6,mtrat6,predicted,0.11036829279283081,Temp (Logistic_Mod),univariate
17.700000000000003,mtrat3,teffect,0.013141161836133845,Temp (Log-normal),univariate
17.700000000000003,mtrat6,teffect,0.19771733733293334,Temp (Logistic_Mod),univariate
17.700000000000003,mtrat3,predicted,0.01576922125929234,Temp (Log-normal),univariate
17.700000000000003,mtrat6,predicted,0.11036814268715794,Temp (Logistic_Mod),univariate
17.8,mtrat3,teffect,0.012667203576436676,Temp (Log-normal),univariate
17.8,mtrat6,teffect,0.19771711045900764,Temp (Logistic_Mod),univariate
17.8,mtrat3,predicted,0.015200477585176488,Temp (Log-normal),univariate
17.8,mtrat6,predicted,0.11036801604346477,Temp (Logistic_Mod),univariate
17.9,mtrat3,teffect,0.01221097447110184,Temp (Log-normal),univariate
17.9,mtrat6,teffect,0.19771691904619484,Temp (Logistic_Mod),univariate
17.9,mtrat3,predicted,0.014653008662971156,Temp (Log-normal),univariate
17.9,mtrat6,predicted,0.11036790919458182,Temp (Logistic_Mod),univariate
18,mtrat3,teffect,0.011771792611233293,Temp (Log-normal),univariate
18,mtrat6,teffect,0.19771675755182386,Temp (Logistic_Mod),univariate
18,mtrat3,predicted,0.014125996210975348,Temp (Log-normal),univariate
18,mtrat6,predicted,0.1103678190465249,Temp (Logistic_Mod),univariate
18.1,mtrat3,teffect,0.011349002734978676,Temp (Log-normal),univariate
18.1,mtrat6,teffect,0.19771662129955483,Temp (Logistic_Mod),univariate
18.1,mtrat3,predicted,0.013618653923589795,Temp (Log-normal),univariate
18.1,mtrat6,predicted,0.11036774298890611,Temp (Logistic_Mod),univariate
18.200000000000003,mtrat3,teffect,0.010941975189195395,Temp (Log-normal),univariate
18.200000000000003,mtrat6,teffect,0.1977165063439708,Temp (Logistic_Mod),univariate
18.200000000000003,mtrat3,predicted,0.013130226225329925,Temp (Log-normal),univariate
18.200000000000003,mtrat6,predicted,0.11036767881934734,Temp (Logistic_Mod),univariate
18.3,mtrat3,teffect,0.010550104930103353,Temp (Log-normal),univariate
18.3,mtrat6,teffect,0.19771640935633347,Temp (Logistic_Mod),univariate
18.3,mtrat3,predicted,0.012659987071622292,Temp (Log-normal),univariate
18.3,mtrat6,predicted,0.11036762467970768,Temp (Logistic_Mod),univariate
18.4,mtrat3,teffect,0.010172810561622862,Temp (Log-normal),univariate
18.4,mtrat6,teffect,0.19771632752819532,Temp (Logistic_Mod),univariate
18.4,mtrat3,predicted,0.012207238794822724,Temp (Log-normal),univariate
18.4,mtrat6,predicted,0.11036757900227873,Temp (Logistic_Mod),univariate
18.5,mtrat3,teffect,0.009809533410124534,Temp (Log-normal),univariate
18.5,mtrat6,teffect,0.1977162584900773,Temp (Logistic_Mod),univariate
18.5,mtrat3,predicted,0.011771310993928374,Temp (Log-normal),univariate
18.5,mtrat6,predicted,0.11036754046438942,Temp (Logistic_Mod),univariate
18.6,mtrat3,teffect,0.009459736634347203,Temp (Log-normal),univariate
18.6,mtrat6,teffect,0.1977162002428568,Temp (Logistic_Mod),univariate
18.6,mtrat3,predicted,0.011351559466490932,Temp (Log-normal),univariate
18.6,mtrat6,predicted,0.110367507950106,Temp (Logistic_Mod),univariate
18.700000000000003,mtrat3,teffect,0.009122904369268905,Temp (Log-normal),univariate
18.700000000000003,mtrat6,teffect,0.1977161510998803,Temp (Logistic_Mod),univariate
18.700000000000003,mtrat3,predicted,0.010947365181273075,Temp (Log-normal),univariate
18.700000000000003,mtrat6,predicted,0.11036748051791864,Temp (Logistic_Mod),univariate
18.8,mtrat3,teffect,0.008798540902746949,Temp (Log-normal),univariate
18.8,mtrat6,teffect,0.19771610963812358,Temp (Logistic_Mod),univariate
18.8,mtrat3,predicted,0.010558133290227388,Temp (Log-normal),univariate
18.8,mtrat6,predicted,0.11036745737347849,Temp (Logistic_Mod),univariate
18.9,mtrat3,teffect,0.008486169883773147,Temp (Log-normal),univariate
18.9,mtrat6,teffect,0.19771607465698562,Temp (Logistic_Mod),univariate
18.9,mtrat3,predicted,0.010183292178413055,Temp (Log-normal),univariate
18.9,mtrat6,predicted,0.11036743784659593,Temp (Logistic_Mod),univariate
19,mtrat3,teffect,0.008185333561222002,Temp (Log-normal),univariate
19,mtrat6,teffect,0.19771604514352328,Temp (Logistic_Mod),univariate
19,mtrat3,predicted,0.009822292550503708,Temp (Log-normal),univariate
19,mtrat6,predicted,0.1103674213718342,Temp (Logistic_Mod),univariate
19.1,mtrat3,teffect,0.007895592051999382,Temp (Log-normal),univariate
19.1,mtrat6,teffect,0.19771602024311985,Temp (Logistic_Mod),univariate
19.1,mtrat3,predicted,0.009474606552575461,Temp (Log-normal),univariate
19.1,mtrat6,predicted,0.11036740747213619,Temp (Logistic_Mod),univariate
19.200000000000003,mtrat3,teffect,0.007616522637531846,Temp (Log-normal),univariate
19.200000000000003,mtrat6,teffect,0.19771599923473807,Temp (Logistic_Mod),univariate
19.200000000000003,mtrat3,predicted,0.009139726927903366,Temp (Log-normal),univariate
19.200000000000003,mtrat6,predicted,0.11036739574501044,Temp (Logistic_Mod),univariate
19.3,mtrat3,teffect,0.00734771908756612,Temp (Log-normal),univariate
19.3,mtrat6,teffect,0.19771598151004124,Temp (Logistic_Mod),univariate
19.3,mtrat3,predicted,0.008817166205529687,Temp (Log-normal),univariate
19.3,mtrat6,predicted,0.11036738585087624,Temp (Logistic_Mod),univariate
19.4,mtrat3,teffect,0.007088791010280279,Temp (Log-normal),univariate
19.4,mtrat6,teffect,0.19771596655577786,Temp (Logistic_Mod),univariate
19.4,mtrat3,predicted,0.008506455920405854,Temp (Log-normal),univariate
19.4,mtrat6,predicted,0.11036737750323058,Temp (Logistic_Mod),univariate
19.5,mtrat3,teffect,0.006839363227737601,Temp (Log-normal),univariate
19.5,mtrat6,teffect,0.1977159539389193,Temp (Logistic_Mod),univariate
19.5,mtrat3,predicted,0.008207145863945326,Temp (Log-normal),univariate
19.5,mtrat6,predicted,0.11036737046035176,Temp (Logistic_Mod),univariate
19.6,mtrat3,teffect,0.006599075175744869,Temp (Log-normal),univariate
19.6,mtrat6,teffect,0.19771594329412095,Temp (Logistic_Mod),univariate
19.6,mtrat3,predicted,0.007918803363861445,Temp (Log-normal),univariate
19.6,mtrat6,predicted,0.11036736451830016,Temp (Logistic_Mod),univariate
19.700000000000003,mtrat3,teffect,0.006367580327206226,Temp (Log-normal),univariate
19.700000000000003,mtrat6,teffect,0.19771593431314274,Temp (Logistic_Mod),univariate
19.700000000000003,mtrat3,predicted,0.0076410125921996435,Temp (Log-normal),univariate
19.700000000000003,mtrat6,predicted,0.11036735950501252,Temp (Logistic_Mod),univariate
19.8,mtrat3,teffect,0.006144545638092874,Temp (Log-normal),univariate
19.8,mtrat6,teffect,0.19771592673592364,Temp (Logistic_Mod),univariate
19.8,mtrat3,predicted,0.007373373900508387,Temp (Log-normal),univariate
19.8,mtrat6,predicted,0.11036735527531971,Temp (Logistic_Mod),univariate
19.9,mtrat3,teffect,0.005929651015177951,Temp (Log-normal),univariate
19.9,mtrat6,teffect,0.19771592034305113,Temp (Logistic_Mod),univariate
19.9,mtrat3,predicted,0.0071155031811280245,Temp (Log-normal),univariate
19.9,mtrat6,predicted,0.1103673517067431,Temp (Logistic_Mod),univariate
20,mtrat3,teffect,0.00572258880471373,Temp (Log-normal),univariate
20,mtrat6,teffect,0.19771591494940755,Temp (Logistic_Mod),univariate
20,mtrat3,predicted,0.006867031253610154,Temp (Log-normal),univariate
20,mtrat6,predicted,0.11036734869594782,Temp (Logistic_Mod),univariate
20.1,mtrat3,teffect,0.005523063301256315,Temp (Log-normal),univariate
20.1,mtrat6,teffect,0.19771591039880984,Temp (Logistic_Mod),univariate
20.1,mtrat3,predicted,0.006627603275313727,Temp (Log-normal),univariate
20.1,mtrat6,predicted,0.11036734615575067,Temp (Logistic_Mod),univariate
20.200000000000003,mtrat3,teffect,0.005330790275869441,Temp (Log-normal),univariate
20.200000000000003,mtrat6,teffect,0.19771590655948693,Temp (Logistic_Mod),univariate
20.200000000000003,mtrat3,predicted,0.0063968781752558185,Temp (Log-normal),univariate
20.200000000000003,mtrat6,predicted,0.11036734401259547,Temp (Logistic_Mod),univariate
20.3,mtrat3,teffect,0.005145496522966029,Temp (Log-normal),univariate
20.3,mtrat6,teffect,0.197715903320264,Temp (Logistic_Mod),univariate
20.3,mtrat3,predicted,0.0061745281103274515,Temp (Log-normal),univariate
20.3,mtrat6,predicted,0.11036734220442315,Temp (Logistic_Mod),univariate
20.4,mtrat3,teffect,0.004966919425071425,Temp (Log-normal),univariate
20.4,mtrat6,teffect,0.19771590058734329,Temp (Logistic_Mod),univariate
20.4,mtrat3,predicted,0.005960237943015214,Temp (Log-normal),univariate
20.4,mtrat6,predicted,0.11036734067887466,Temp (Logistic_Mod),univariate
20.5,mtrat3,teffect,0.004794806534817709,Temp (Log-normal),univariate
20.5,mtrat6,teffect,0.19771589828158792,Temp (Logistic_Mod),univariate
20.5,mtrat3,predicted,0.00575370473979993,Temp (Log-normal),univariate
20.5,mtrat6,predicted,0.11036733939177491,Temp (Logistic_Mod),univariate
20.6,mtrat3,teffect,0.004628915173502533,Temp (Log-normal),univariate
20.6,mtrat6,teffect,0.1977158963362304,Temp (Logistic_Mod),univariate
20.6,mtrat3,predicted,0.005554637289432555,Temp (Log-normal),univariate
20.6,mtrat6,predicted,0.11036733830585346,Temp (Logistic_Mod),univariate
20.700000000000003,mtrat3,teffect,0.004469012045570248,Temp (Log-normal),univariate
20.700000000000003,mtrat6,teffect,0.1977158946949393,Temp (Logistic_Mod),univariate
20.700000000000003,mtrat3,predicted,0.005362755640316591,Temp (Log-normal),univariate
20.700000000000003,mtrat6,predicted,0.11036733738966548,Temp (Logistic_Mod),univariate
20.8,mtrat3,teffect,0.004314872868395761,Temp (Log-normal),univariate
20.8,mtrat6,teffect,0.1977158933101879,Temp (Logistic_Mod),univariate
20.8,mtrat3,predicted,0.005177790656253595,Temp (Log-normal),univariate
20.8,mtrat6,predicted,0.11036733661668097,Temp (Logistic_Mod),univariate
20.9,mtrat3,teffect,0.0041662820167742715,Temp (Log-normal),univariate
20.9,mtrat6,teffect,0.19771589214187812,Temp (Logistic_Mod),univariate
20.9,mtrat3,predicted,0.004999483589835539,Temp (Log-normal),univariate
20.9,mtrat6,predicted,0.1103673359645167,Temp (Logistic_Mod),univariate
21,mtrat3,teffect,0.00402303218154194,Temp (Log-normal),univariate
21,mtrat6,teffect,0.19771589115617938,Temp (Logistic_Mod),univariate
21,mtrat3,predicted,0.004827585672794103,Temp (Log-normal),univariate
21,mtrat6,predicted,0.11036733541428807,Temp (Logistic_Mod),univariate
21.1,mtrat3,teffect,0.0038849240417734667,Temp (Log-normal),univariate
21.1,mtrat6,teffect,0.19771589032454892,Temp (Logistic_Mod),univariate
21.1,mtrat3,predicted,0.00466185772264209,Temp (Log-normal),univariate
21.1,mtrat6,predicted,0.11036733495006217,Temp (Logistic_Mod),univariate
21.2,mtrat3,teffect,0.0037517659500232634,Temp (Log-normal),univariate
21.2,mtrat6,teffect,0.1977158896229053,Temp (Logistic_Mod),univariate
21.2,mtrat3,predicted,0.0045020697649669665,Temp (Log-normal),univariate
21.2,mtrat6,predicted,0.11036733455839644,Temp (Logistic_Mod),univariate
21.3,mtrat3,teffect,0.0036233736300966407,Temp (Log-normal),univariate
21.3,mtrat6,teffect,0.19771588903093107,Temp (Logistic_Mod),univariate
21.3,mtrat3,predicted,0.00434800067076027,Temp (Log-normal),univariate
21.3,mtrat6,predicted,0.11036733422794948,Temp (Logistic_Mod),univariate
21.400000000000002,mtrat3,teffect,0.003499569886856911,Temp (Log-normal),univariate
21.400000000000002,mtrat6,teffect,0.19771588853148458,Temp (Logistic_Mod),univariate
21.400000000000002,mtrat3,predicted,0.004199437808189947,Temp (Log-normal),univariate
21.400000000000002,mtrat6,predicted,0.11036733394915257,Temp (Logistic_Mod),univariate
21.5,mtrat3,teffect,0.0033801843275925833,Temp (Log-normal),univariate
21.5,mtrat6,teffect,0.19771588811010335,Temp (Logistic_Mod),univariate
21.5,mtrat3,predicted,0.004056176708244662,Temp (Log-normal),univariate
21.5,mtrat6,predicted,0.1103673337139326,Temp (Logistic_Mod),univariate
21.6,mtrat3,teffect,0.00326505309448715,Temp (Log-normal),univariate
21.6,mtrat6,teffect,0.19771588775458554,Temp (Logistic_Mod),univariate
21.6,mtrat3,predicted,0.003918020743701052,Temp (Log-normal),univariate
21.6,mtrat6,predicted,0.1103673335154784,Temp (Logistic_Mod),univariate
21.7,mtrat3,teffect,0.003154018607751204,Temp (Log-normal),univariate
21.7,mtrat6,teffect,0.19771588745463645,Temp (Logistic_Mod),univariate
21.7,mtrat3,predicted,0.003784780820885657,Temp (Log-normal),univariate
21.7,mtrat6,predicted,0.11036733334804327,Temp (Logistic_Mod),univariate
21.8,mtrat3,teffect,0.0030469293189934583,Temp (Log-normal),univariate
21.8,mtrat6,teffect,0.1977158872015705,Temp (Logistic_Mod),univariate
21.8,mtrat3,predicted,0.003656275083723381,Temp (Log-normal),univariate
21.8,mtrat6,predicted,0.11036733320677888,Temp (Logistic_Mod),univariate
21.900000000000002,mtrat3,teffect,0.0029436394744235825,Temp (Log-normal),univariate
21.900000000000002,mtrat6,teffect,0.19771588698805964,Temp (Logistic_Mod),univariate
21.900000000000002,mtrat3,predicted,0.0035323286295840203,Temp (Log-normal),univariate
21.900000000000002,mtrat6,predicted,0.11036733308759462,Temp (Logistic_Mod),univariate
22,mtrat3,teffect,0.0028440088874953475,Temp (Log-normal),univariate
22,mtrat6,teffect,0.1977158868079213,Temp (Logistic_Mod),univariate
22,mtrat3,predicted,0.003412773236457021,Temp (Log-normal),univariate
22,mtrat6,predicted,0.11036733298703927,Temp (Logistic_Mod),univariate
22.1,mtrat3,teffect,0.002747902720613713,Temp (Log-normal),univariate
22.1,mtrat6,teffect,0.19771588665593925,Temp (Logistic_Mod),univariate
22.1,mtrat3,predicted,0.0032974471010028647,Temp (Log-normal),univariate
22.1,mtrat6,predicted,0.11036733290220112,Temp (Logistic_Mod),univariate
22.2,mtrat3,teffect,0.0026551912755442236,Temp (Log-normal),univariate
22.2,mtrat6,teffect,0.19771588652771252,Temp (Logistic_Mod),univariate
22.2,mtrat3,predicted,0.003186194587047095,Temp (Log-normal),univariate
22.2,mtrat6,predicted,0.11036733283062344,Temp (Logistic_Mod),univariate
22.3,mtrat3,teffect,0.002565749792176991,Temp (Log-normal),univariate
22.3,mtrat6,teffect,0.19771588641952811,Temp (Logistic_Mod),univariate
22.3,mtrat3,predicted,0.0030788659840997505,Temp (Log-normal),univariate
22.3,mtrat6,predicted,0.11036733277023364,Temp (Logistic_Mod),univariate
22.400000000000002,mtrat3,teffect,0.0024794582553112,Temp (Log-normal),univariate
22.400000000000002,mtrat6,teffect,0.1977158863282533,Temp (Logistic_Mod),univariate
22.400000000000002,mtrat3,predicted,0.0029753172754993108,Temp (Log-normal),univariate
22.400000000000002,mtrat6,predicted,0.11036733271928295,Temp (Logistic_Mod),univariate
22.5,mtrat3,teffect,0.0023962012091392104,Temp (Log-normal),univariate
22.5,mtrat6,teffect,0.1977158862512451,Temp (Logistic_Mod),univariate
22.5,mtrat3,predicted,0.0028754099157960625,Temp (Log-normal),univariate
22.5,mtrat6,predicted,0.11036733267629607,Temp (Logistic_Mod),univariate
22.6,mtrat3,teffect,0.002315867579121754,Temp (Log-normal),univariate
22.6,mtrat6,teffect,0.19771588618627353,Temp (Logistic_Mod),univariate
22.6,mtrat3,predicted,0.002779010617004679,Temp (Log-normal),univariate
22.6,mtrat6,predicted,0.11036733264002818,Temp (Logistic_Mod),univariate
22.7,mtrat3,teffect,0.0022383505009581596,Temp (Log-normal),univariate
22.7,mtrat6,teffect,0.19771588613145724,Temp (Logistic_Mod),univariate
22.7,mtrat3,predicted,0.0026859911433707393,Temp (Log-normal),univariate
22.7,mtrat6,predicted,0.11036733260942909,Temp (Logistic_Mod),univariate
22.8,mtrat3,teffect,0.002163547156366879,Temp (Log-normal),univariate
22.8,mtrat6,teffect,0.19771588608520896,Temp (Logistic_Mod),univariate
22.8,mtrat3,predicted,0.002596228114309526,Temp (Log-normal),univariate
